time,voltage,current
0.30000000000000004,4.080233055382318,1.4147885155501687
2.3000000000000003,4.070896928187096,1.6388422147280854
4.3,4.051460820510235,2.166101269407523
6.300000000000001,3.951929854928779,5.197917093984307
8.3,3.86881010878166,7.573238374072455
10.3,4.108254001370503,-0.20085923741542164
12.3,4.1033754881700535,0.005006090310992716
14.3,4.104623459852043,0.005858401613489094
16.3,4.1054573847545335,0.016755974052384423
18.3,4.1834741433427505,-2.465337968068549
20.3,4.175112417135169,-2.045598909976777
22.3,4.112357463590336,0.06397685371537024
24.3,4.206881840573642,-2.921189909377543
26.3,4.182766964998118,-1.9997874938343012
28.3,4.155908665725309,-1.0663414215907323
30.3,4.148284101572027,-0.7723123050451853
32.300000000000004,4.125028568690957,0.0
34.300000000000004,4.087101483986573,1.1784383525954638
36.300000000000004,4.090503879670557,1.0187344794590643
38.300000000000004,4.120630534225105,0.045050584476117914
40.300000000000004,4.120989853547149,0.03324230729501628
42.300000000000004,4.121090060446216,0.02967072474397117
44.300000000000004,4.120938461389688,0.034054739977291394
46.300000000000004,4.120381997445367,0.049627847239723265
48.300000000000004,4.104013977125125,0.5612586313628819
50.300000000000004,4.071082123574681,1.5632407941586124
52.300000000000004,4.041526073056482,2.424999690336546
54.300000000000004,4.020115853270421,2.9773486799428444
56.300000000000004,3.9858172009514976,3.9436304015153127
58.300000000000004,4.024332669044747,2.5198246300876166
60.300000000000004,3.613972858107092,15.54015049682527
62.300000000000004,3.978220088873406,3.1219801031538763
64.3,4.007665106621662,2.2121999661912723
66.3,3.96948558062898,3.3979936246494242
68.3,3.9309740176844814,4.552941611462269
70.3,3.809924243586441,8.381278412198206
72.3,3.757874267718066,9.78520547446593
74.3,3.7020422545809684,11.282548967720386
76.3,3.68873863877523,11.383167967039208
78.30000000000001,3.674116684530542,11.563097511876078
80.30000000000001,3.7596237280385636,8.398340017647598
82.30000000000001,3.7713463773398215,7.870280067539922
84.30000000000001,3.7733821209572604,7.676101978659034
86.30000000000001,3.8303777710439797,5.6770890172307915
88.30000000000001,3.7647565358451534,7.823162589300309
90.30000000000001,4.1033480790194,-3.786223777913019
92.30000000000001,4.114763736826376,-3.743335262376258
94.30000000000001,4.1287860084814,-3.821592574281446
96.30000000000001,4.136133338760024,-3.699127902617431
98.30000000000001,4.146332195312376,-3.703209463596536
100.30000000000001,4.12712073693477,-2.725053544395372
102.30000000000001,4.05478235123592,-0.02461375179651258
104.30000000000001,4.057714212598539,-0.015181012212075492
