time,voltage,current
1.0,4.094102894183012,0.1
3.0,4.094024773232275,0.1
5.0,4.093197447658983,0.125
7.0,4.0930912862985105,0.125
9.0,4.093048521750732,0.117284890905763
11.0,4.0935044461224175,0.1
13.0,4.093434287791533,0.1
15.0,4.093363843734921,0.1
17.0,4.093324109426394,0.1
19.0,4.0940201227129265,0.075
21.0,4.093968548298308,0.075
23.0,4.093850246589051,0.075
25.0,4.093734757314435,0.075
27.0,4.093634187260976,0.075
29.0,4.093614950836703,0.075
31.0,4.093546060583328,0.075
33.0,4.093478328005901,0.075
35.0,4.093409188860578,0.075
37.0,4.09335054861024,0.075
39.0,4.094135987479393,0.05
41.0,4.094172543559288,0.05
43.0,4.094207464796455,0.05
45.0,4.094241117305766,0.05
47.0,4.094274794202573,0.05
49.0,4.094715653697246,0.036976183748429994
51.0,4.094354051292975,0.05
53.0,4.094382486153886,0.05
55.0,4.094408951446406,0.05
57.0,4.0943680657323345,0.05
59.0,4.094326479277884,0.05
61.0,4.094309995840697,0.05
63.0,4.0943656772799955,0.05
65.0,4.094369650196138,0.05
67.0,4.094358441871194,0.05
69.0,4.094346794282055,0.05
71.0,4.094334745837919,0.05
73.0,4.0943149807635955,0.05
75.0,4.094290420914183,0.05
77.0,4.094253247808449,0.05
79.0,4.094277731336917,0.05
81.0,4.095029637682396,0.025166454588936404
83.0,4.094193126960103,0.05
85.0,4.093284517470301,0.075
87.0,4.092516158711662,0.09477835256985305
89.0,4.0947290069398905,0.025
91.0,4.094761914921907,0.025
93.0,4.094791977445051,0.025
95.0,4.094819427754014,0.025
97.0,4.094844480032058,0.025
99.0,4.094066359277207,0.05
101.0,4.094054307431006,0.05
103.0,4.0940427649303395,0.05
105.0,4.094031692490623,0.05
107.0,4.0939996446207525,0.05
109.0,4.093935844360785,0.05
111.0,4.093872414477065,0.05
113.0,4.0938093269958955,0.05
115.0,4.093746556218259,0.05
117.0,4.093726009744201,0.05
119.0,4.0938288174147575,0.05
121.0,4.093888760209087,0.05
123.0,4.093940597668929,0.05
125.0,4.093992651459104,0.05
127.0,4.093939776011267,0.05
129.0,4.093954247467075,0.05
131.0,4.093896292603651,0.05
133.0,4.093838901319242,0.05
135.0,4.093791585572491,0.05
137.0,4.0937444102408085,0.05
139.0,4.0936973659994385,0.05
141.0,4.093657128847279,0.05
143.0,4.093617918222387,0.05
145.0,4.093578814981331,0.05
147.0,4.093539812456367,0.05
149.0,4.093500904514204,0.05
151.0,4.093462085512384,0.05
153.0,4.093482258684844,0.05
155.0,4.093511872486491,0.05
157.0,4.09354156086166,0.05
159.0,4.093573822349858,0.05
161.0,4.093608146192228,0.05
163.0,4.093642533399355,0.05
165.0,4.093652561019667,0.05
167.0,4.093627424925862,0.05
169.0,4.093539627250069,0.05
171.0,4.093451881700928,0.05
173.0,4.09336418599495,0.05
175.0,4.093367789647989,0.05
177.0,4.0932494384924345,0.05
179.0,4.093186065045853,0.05
181.0,4.093191362977689,0.05
183.0,4.093196701717374,0.05
185.0,4.093202079848765,0.05
187.0,4.093220860898841,0.05
