time,voltage,current,temperature
1.8,4.093948379896517,0.06006007319026998,23.127794235626155
3.8000000000000003,4.108325031198023,-0.22066369623031443,23.127956101109817
5.800000000000001,4.103203018252953,-0.11134299220985029,23.12821320233221
7.800000000000001,4.084858073469443,0.2499513375633567,23.128566262912337
9.8,4.084525326941001,0.24848216477244733,23.129013977338158
11.8,4.081770816050339,0.290751553179522,23.129555988593566
13.8,4.09467697627214,0.027025442755657547,23.130191943461128
15.8,4.09609040931535,0.0,23.130921425991154
17.8,4.104298517991381,-0.16189271029399172,23.131743957938486
19.8,4.105222634915166,-0.17141249190111382,23.13265899925848
21.8,4.10273454545731,-0.1142857142857142,23.133665948662163
23.8,4.0986074559032755,-0.028570068224877794,23.13476414423043
25.8,4.095731815767851,0.0285714285714285,23.135952864087418
27.8,4.0868972404250625,0.20052789209345884,23.137231327132664
29.8,4.073777322338272,0.44610821928903954,23.138598693832183
31.8,4.065085812583345,0.5963003003528453,23.1400540670681
33.800000000000004,4.0841727784643735,0.2,23.141596493046706
35.800000000000004,4.083651405271353,0.20345720639716303,23.14322496226474
37.800000000000004,4.079223982057864,0.28516963023834035,23.144938410533435
39.800000000000004,4.0753388046503,0.35490649951155906,23.146735720060164
41.800000000000004,4.072074225811778,0.4076680988913941,23.14861572058716
43.800000000000004,4.069317922941975,0.44562906381285144,23.15057719058693
45.800000000000004,4.066602881566746,0.48259700753913,23.15261885851376
47.800000000000004,4.040924766947523,0.9681707587465795,23.15473940411082
49.800000000000004,4.0642523488927065,0.47398062475641034,23.15693745977213
51.800000000000004,4.0630116480296925,0.48490525661396655,23.159211611958746
53.800000000000004,4.0409457767725945,0.8993849049957453,23.161560402668194
55.800000000000004,4.081466827570837,0.08617579050810371,23.16398233095659
57.800000000000004,4.113459553181148,-0.5434712221279884,23.16647585451203
59.800000000000004,4.091904327722574,-0.09696217082227188,23.169039391278666
61.800000000000004,4.097804288456845,-0.20000215465265445,23.17167132112987
63.800000000000004,4.101484077115843,-0.2573322089257055,23.174369987589692
65.8,4.071459741228751,0.3457537950641897,23.177133699600887
67.8,4.019989095426663,1.3445128670376243,23.179960733338287
69.8,4.077388180599523,0.17206427430541968,23.18284933406611
71.8,4.081704660077729,0.09048793039542645,23.185797718037104
73.8,4.099518711075564,-0.25971817201017794,23.18880407443244
75.8,4.10915730829806,-0.43056860178805273,23.191866567339982
77.80000000000001,4.114796020862661,-0.5119369698838746,23.194983337769244
79.80000000000001,4.088162143878485,0.0285714285714285,23.198152505701014
81.80000000000001,4.061774923520385,0.5561563062167488,23.201372172169357
83.80000000000001,4.0859763237281514,0.06181684732831347,23.20464042137392
85.80000000000001,4.099670985204847,-0.20566518096510783,23.20795532282001
87.80000000000001,4.088233734269411,0.0285714285714285,23.211314933484186
89.80000000000001,4.052210840389909,0.7405872190163323,23.214717300002736
91.80000000000001,4.017410915443302,1.3923274960830034,23.218160460880345
93.80000000000001,4.081951910045917,0.0826202513046463,23.22164244871634
95.80000000000001,4.074373703647896,0.2356610167470398,23.22516129244565
97.80000000000001,4.074985980693573,0.2202256831798025,23.228715019591583
99.80000000000001,4.071269692253359,0.28401200158134093,23.23230165852741
101.80000000000001,4.113050881583146,-0.5473387976891193,23.235919240743797
103.80000000000001,4.1127765843116135,-0.5081166353022374,23.239565803118904
105.80000000000001,4.106283440306365,-0.36819092335710674,23.243239390187867
107.80000000000001,4.033681514375942,1.0901339541295263,23.246938056408645
109.80000000000001,4.023132416295249,1.2506789667888325,23.25065986842075
111.80000000000001,4.074321535410225,0.21907887502284437,23.25440290729357
113.80000000000001,4.079610239472161,0.11107717153851437,23.25816527076092
115.80000000000001,4.080714762815416,0.09074738913549966,23.261945075438344
117.80000000000001,4.073896601139485,0.22754832061350397,23.265740459019874
119.80000000000001,4.081864627317011,0.06765856090702531,23.26954958245058
121.80000000000001,4.112269234018559,-0.516214869036492,23.273370632071554
123.80000000000001,4.092963385786954,-0.10941314141701508,23.277201821733918
